index,Disease,Disease Code,State,Year,Gender,Age,Age Code,STD Cases,Population,Rate per 100K
14016,Gonorrhea,280.0,Virginia,2007.0,Male,Unknown,99,2.0,,
14017,Gonorrhea,280.0,Virginia,2008.0,Male,0-14 years,0-14,25.0,771088.0,3.24
14018,Gonorrhea,280.0,Virginia,2008.0,Male,15-19 years,15-19,871.0,272584.0,319.54
14019,Gonorrhea,280.0,Virginia,2008.0,Male,20-24 years,20-24,1521.0,286559.0,530.78
14020,Gonorrhea,280.0,Virginia,2008.0,Male,25-29 years,25-29,890.0,284156.0,313.21
14021,Gonorrhea,280.0,Virginia,2008.0,Male,30-34 years,30-34,413.0,258082.0,160.03
14022,Gonorrhea,280.0,Virginia,2008.0,Male,35-39 years,35-39,253.0,282341.0,89.61
14023,Gonorrhea,280.0,Virginia,2008.0,Male,40+ years,40+,483.0,1662232.0,29.06
14024,Gonorrhea,280.0,Virginia,2008.0,Male,Unknown,99,21.0,,
14025,Gonorrhea,280.0,Virginia,2009.0,Male,0-14 years,0-14,10.0,784686.0,1.27
14026,Gonorrhea,280.0,Virginia,2009.0,Male,15-19 years,15-19,700.0,276661.0,253.02
14027,Gonorrhea,280.0,Virginia,2009.0,Male,20-24 years,20-24,1249.0,304382.0,410.34
14028,Gonorrhea,280.0,Virginia,2009.0,Male,25-29 years,25-29,637.0,294827.0,216.06
14029,Gonorrhea,280.0,Virginia,2009.0,Male,30-34 years,30-34,328.0,258883.0,126.7
14030,Gonorrhea,280.0,Virginia,2009.0,Male,35-39 years,35-39,195.0,274474.0,71.05
14031,Gonorrhea,280.0,Virginia,2009.0,Male,40+ years,40+,340.0,1680952.0,20.23
14032,Gonorrhea,280.0,Virginia,2009.0,Male,Unknown,99,6.0,,
14033,Gonorrhea,280.0,Virginia,2010.0,Male,0-14 years,0-14,7.0,782280.0,0.89
14034,Gonorrhea,280.0,Virginia,2010.0,Male,15-19 years,15-19,635.0,281502.0,225.58
14035,Gonorrhea,280.0,Virginia,2010.0,Male,20-24 years,20-24,1117.0,294041.0,379.88
14036,Gonorrhea,280.0,Virginia,2010.0,Male,25-29 years,25-29,628.0,283970.0,221.15
14037,Gonorrhea,280.0,Virginia,2010.0,Male,30-34 years,30-34,337.0,261654.0,128.8
14038,Gonorrhea,280.0,Virginia,2010.0,Male,35-39 years,35-39,180.0,268137.0,67.13
14039,Gonorrhea,280.0,Virginia,2010.0,Male,40+ years,40+,340.0,1754399.0,19.38
14040,Gonorrhea,280.0,Virginia,2010.0,Male,Unknown,99,4.0,,
14041,Gonorrhea,280.0,Virginia,2011.0,Male,0-14 years,0-14,8.0,785291.0,1.02
14042,Gonorrhea,280.0,Virginia,2011.0,Male,15-19 years,15-19,516.0,278413.0,185.34
14043,Gonorrhea,280.0,Virginia,2011.0,Male,20-24 years,20-24,1075.0,301085.0,357.04
14044,Gonorrhea,280.0,Virginia,2011.0,Male,25-29 years,25-29,543.0,289839.0,187.34
14045,Gonorrhea,280.0,Virginia,2011.0,Male,30-34 years,30-34,294.0,272260.0,107.98
14046,Gonorrhea,280.0,Virginia,2011.0,Male,35-39 years,35-39,136.0,259812.0,52.35
14047,Gonorrhea,280.0,Virginia,2011.0,Male,40+ years,40+,240.0,1789465.0,13.41
14048,Gonorrhea,280.0,Virginia,2011.0,Male,Unknown,99,2.0,,
14049,Gonorrhea,280.0,Virginia,2012.0,Male,0-14 years,0-14,8.0,788280.0,1.01
14050,Gonorrhea,280.0,Virginia,2012.0,Male,15-19 years,15-19,495.0,276548.0,178.99
14051,Gonorrhea,280.0,Virginia,2012.0,Male,20-24 years,20-24,1164.0,305394.0,381.15
14052,Gonorrhea,280.0,Virginia,2012.0,Male,25-29 years,25-29,665.0,294725.0,225.63
14053,Gonorrhea,280.0,Virginia,2012.0,Male,30-34 years,30-34,308.0,281314.0,109.49
14054,Gonorrhea,280.0,Virginia,2012.0,Male,35-39 years,35-39,181.0,259296.0,69.8
14055,Gonorrhea,280.0,Virginia,2012.0,Male,40+ years,40+,323.0,1815968.0,17.79
14056,Gonorrhea,280.0,Virginia,2012.0,Male,Unknown,99,1.0,,
14057,Gonorrhea,280.0,Virginia,2013.0,Male,0-14 years,0-14,4.0,793352.0,0.5
14058,Gonorrhea,280.0,Virginia,2013.0,Male,15-19 years,15-19,481.0,273415.0,175.92
14059,Gonorrhea,280.0,Virginia,2013.0,Male,20-24 years,20-24,1139.0,310835.0,366.43
14060,Gonorrhea,280.0,Virginia,2013.0,Male,25-29 years,25-29,746.0,298231.0,250.14
14061,Gonorrhea,280.0,Virginia,2013.0,Male,30-34 years,30-34,367.0,288847.0,127.06
14062,Gonorrhea,280.0,Virginia,2013.0,Male,35-39 years,35-39,186.0,262322.0,70.91
14063,Gonorrhea,280.0,Virginia,2013.0,Male,40+ years,40+,341.0,1835200.0,18.58
14064,Gonorrhea,280.0,Virginia,2013.0,Male,Unknown,99,8.0,,
14065,Gonorrhea,280.0,Virginia,2014.0,Male,0-14 years,0-14,5.0,793352.0,0.63
14066,Gonorrhea,280.0,Virginia,2014.0,Male,15-19 years,15-19,556.0,273415.0,203.35
14067,Gonorrhea,280.0,Virginia,2014.0,Male,20-24 years,20-24,1372.0,310835.0,441.39
14068,Gonorrhea,280.0,Virginia,2014.0,Male,25-29 years,25-29,847.0,298231.0,284.01
14069,Gonorrhea,280.0,Virginia,2014.0,Male,30-34 years,30-34,467.0,288847.0,161.68
14070,Gonorrhea,280.0,Virginia,2014.0,Male,35-39 years,35-39,218.0,262322.0,83.1
14071,Gonorrhea,280.0,Virginia,2014.0,Male,40+ years,40+,413.0,1835200.0,22.5
14072,Gonorrhea,280.0,Virginia,2014.0,Male,Unknown,99,1.0,,
14073,Gonorrhea,280.0,Washington,1996.0,Male,0-14 years,0-14,42.0,620384.0,6.77
14074,Gonorrhea,280.0,Washington,1996.0,Male,15-19 years,15-19,135.0,200538.0,67.32
14075,Gonorrhea,280.0,Washington,1996.0,Male,20-24 years,20-24,308.0,181094.0,170.08
14076,Gonorrhea,280.0,Washington,1996.0,Male,25-29 years,25-29,224.0,203878.0,109.87
14077,Gonorrhea,280.0,Washington,1996.0,Male,30-34 years,30-34,167.0,237608.0,70.28
14078,Gonorrhea,280.0,Washington,1996.0,Male,35-39 years,35-39,89.0,249523.0,35.67
14079,Gonorrhea,280.0,Washington,1996.0,Male,40+ years,40+,126.0,1077244.0,11.7
14080,Gonorrhea,280.0,Washington,1997.0,Male,0-14 years,0-14,3.0,627485.0,0.48
14081,Gonorrhea,280.0,Washington,1997.0,Male,15-19 years,15-19,135.0,208404.0,64.78
14082,Gonorrhea,280.0,Washington,1997.0,Male,20-24 years,20-24,236.0,185724.0,127.07
14083,Gonorrhea,280.0,Washington,1997.0,Male,25-29 years,25-29,192.0,206008.0,93.2
14084,Gonorrhea,280.0,Washington,1997.0,Male,30-34 years,30-34,162.0,232611.0,69.64
14085,Gonorrhea,280.0,Washington,1997.0,Male,35-39 years,35-39,122.0,250792.0,48.65
14086,Gonorrhea,280.0,Washington,1997.0,Male,40+ years,40+,117.0,1112656.0,10.52
14087,Gonorrhea,280.0,Washington,1997.0,Male,Unknown,99,24.0,,
14088,Gonorrhea,280.0,Washington,1998.0,Male,0-14 years,0-14,2.0,635627.0,0.31
14089,Gonorrhea,280.0,Washington,1998.0,Male,15-19 years,15-19,114.0,215181.0,52.98
14090,Gonorrhea,280.0,Washington,1998.0,Male,20-24 years,20-24,209.0,190051.0,109.97
14091,Gonorrhea,280.0,Washington,1998.0,Male,25-29 years,25-29,288.0,206412.0,139.53
14092,Gonorrhea,280.0,Washington,1998.0,Male,30-34 years,30-34,180.0,227195.0,79.23
14093,Gonorrhea,280.0,Washington,1998.0,Male,35-39 years,35-39,135.0,250072.0,53.98
14094,Gonorrhea,280.0,Washington,1998.0,Male,40+ years,40+,132.0,1145451.0,11.52
14095,Gonorrhea,280.0,Washington,1998.0,Male,Unknown,99,25.0,,
14096,Gonorrhea,280.0,Washington,1999.0,Male,0-14 years,0-14,4.0,641149.0,0.62
14097,Gonorrhea,280.0,Washington,1999.0,Male,15-19 years,15-19,122.0,218772.0,55.77
14098,Gonorrhea,280.0,Washington,1999.0,Male,20-24 years,20-24,261.0,196007.0,133.16
14099,Gonorrhea,280.0,Washington,1999.0,Male,25-29 years,25-29,248.0,206230.0,120.25
14100,Gonorrhea,280.0,Washington,1999.0,Male,30-34 years,30-34,178.0,223757.0,79.55
14101,Gonorrhea,280.0,Washington,1999.0,Male,35-39 years,35-39,135.0,247606.0,54.52
14102,Gonorrhea,280.0,Washington,1999.0,Male,40+ years,40+,154.0,1174142.0,13.12
14103,Gonorrhea,280.0,Washington,1999.0,Male,Unknown,99,21.0,,
14104,Gonorrhea,280.0,Washington,2000.0,Male,0-14 years,0-14,4.0,642679.0,0.62
14105,Gonorrhea,280.0,Washington,2000.0,Male,15-19 years,15-19,139.0,221012.0,62.89
14106,Gonorrhea,280.0,Washington,2000.0,Male,20-24 years,20-24,302.0,202656.0,149.02
14107,Gonorrhea,280.0,Washington,2000.0,Male,25-29 years,25-29,216.0,205668.0,105.02
14108,Gonorrhea,280.0,Washington,2000.0,Male,30-34 years,30-34,230.0,224981.0,102.23
14109,Gonorrhea,280.0,Washington,2000.0,Male,35-39 years,35-39,184.0,243077.0,75.7
14110,Gonorrhea,280.0,Washington,2000.0,Male,40+ years,40+,253.0,1203396.0,21.02
14111,Gonorrhea,280.0,Washington,2000.0,Male,Unknown,99,12.0,,
14112,Gonorrhea,280.0,Washington,2001.0,Male,0-14 years,0-14,4.0,640459.0,0.62
14113,Gonorrhea,280.0,Washington,2001.0,Male,15-19 years,15-19,169.0,225155.0,75.06
14114,Gonorrhea,280.0,Washington,2001.0,Male,20-24 years,20-24,448.0,209029.0,214.32
14115,Gonorrhea,280.0,Washington,2001.0,Male,25-29 years,25-29,283.0,203506.0,139.06
14116,Gonorrhea,280.0,Washington,2001.0,Male,30-34 years,30-34,254.0,230825.0,110.04
14117,Gonorrhea,280.0,Washington,2001.0,Male,35-39 years,35-39,234.0,240538.0,97.28
14118,Gonorrhea,280.0,Washington,2001.0,Male,40+ years,40+,281.0,1234837.0,22.76
14119,Gonorrhea,280.0,Washington,2001.0,Male,Unknown,99,17.0,,
14120,Gonorrhea,280.0,Washington,2002.0,Male,0-14 years,0-14,1.0,641127.0,0.16
14121,Gonorrhea,280.0,Washington,2002.0,Male,15-19 years,15-19,182.0,226761.0,80.26
14122,Gonorrhea,280.0,Washington,2002.0,Male,20-24 years,20-24,429.0,215145.0,199.4
14123,Gonorrhea,280.0,Washington,2002.0,Male,25-29 years,25-29,288.0,202990.0,141.88
14124,Gonorrhea,280.0,Washington,2002.0,Male,30-34 years,30-34,290.0,234418.0,123.71
14125,Gonorrhea,280.0,Washington,2002.0,Male,35-39 years,35-39,227.0,236557.0,95.96
14126,Gonorrhea,280.0,Washington,2002.0,Male,40+ years,40+,301.0,1266058.0,23.77
14127,Gonorrhea,280.0,Washington,2002.0,Male,Unknown,99,10.0,,
14128,Gonorrhea,280.0,Washington,2003.0,Male,15-19 years,15-19,120.0,226947.0,52.88
14129,Gonorrhea,280.0,Washington,2003.0,Male,20-24 years,20-24,339.0,228693.0,148.23
14130,Gonorrhea,280.0,Washington,2003.0,Male,25-29 years,25-29,290.0,207296.0,139.9
14131,Gonorrhea,280.0,Washington,2003.0,Male,30-34 years,30-34,258.0,230507.0,111.93
14132,Gonorrhea,280.0,Washington,2003.0,Male,35-39 years,35-39,224.0,232382.0,96.39
14133,Gonorrhea,280.0,Washington,2003.0,Male,40+ years,40+,344.0,1297925.0,26.5
14134,Gonorrhea,280.0,Washington,2003.0,Male,Unknown,99,11.0,,
14135,Gonorrhea,280.0,Washington,2004.0,Male,0-14 years,0-14,8.0,627420.0,1.28
14136,Gonorrhea,280.0,Washington,2004.0,Male,15-19 years,15-19,127.0,228219.0,55.65
14137,Gonorrhea,280.0,Washington,2004.0,Male,20-24 years,20-24,375.0,236283.0,158.71
14138,Gonorrhea,280.0,Washington,2004.0,Male,25-29 years,25-29,254.0,212856.0,119.33
14139,Gonorrhea,280.0,Washington,2004.0,Male,30-34 years,30-34,231.0,227265.0,101.64
14140,Gonorrhea,280.0,Washington,2004.0,Male,35-39 years,35-39,228.0,232399.0,98.11
14141,Gonorrhea,280.0,Washington,2004.0,Male,40+ years,40+,352.0,1330029.0,26.47
14142,Gonorrhea,280.0,Washington,2004.0,Male,Unknown,99,6.0,,
14143,Gonorrhea,280.0,Washington,2005.0,Male,0-14 years,0-14,2.0,624037.0,0.32
14144,Gonorrhea,280.0,Washington,2005.0,Male,15-19 years,15-19,190.0,230290.0,82.5
14145,Gonorrhea,280.0,Washington,2005.0,Male,20-24 years,20-24,508.0,243496.0,208.63
14146,Gonorrhea,280.0,Washington,2005.0,Male,25-29 years,25-29,398.0,220266.0,180.69
14147,Gonorrhea,280.0,Washington,2005.0,Male,30-34 years,30-34,270.0,223168.0,120.98
14148,Gonorrhea,280.0,Washington,2005.0,Male,35-39 years,35-39,266.0,236205.0,112.61
14149,Gonorrhea,280.0,Washington,2005.0,Male,40+ years,40+,467.0,1361517.0,34.3
14150,Gonorrhea,280.0,Washington,2005.0,Male,Unknown,99,16.0,,
14151,Gonorrhea,280.0,Washington,2006.0,Male,0-14 years,0-14,4.0,641541.0,0.62
14152,Gonorrhea,280.0,Washington,2006.0,Male,15-19 years,15-19,223.0,227299.0,98.11
14153,Gonorrhea,280.0,Washington,2006.0,Male,20-24 years,20-24,533.0,231185.0,230.55
14154,Gonorrhea,280.0,Washington,2006.0,Male,25-29 years,25-29,452.0,236634.0,191.01
14155,Gonorrhea,280.0,Washington,2006.0,Male,30-34 years,30-34,290.0,219440.0,132.16
14156,Gonorrhea,280.0,Washington,2006.0,Male,35-39 years,35-39,249.0,236554.0,105.26
14157,Gonorrhea,280.0,Washington,2006.0,Male,40+ years,40+,522.0,1396977.0,37.37
14158,Gonorrhea,280.0,Washington,2006.0,Male,Unknown,99,20.0,,
14159,Gonorrhea,280.0,Washington,2007.0,Male,0-14 years,0-14,7.0,644838.0,1.09
14160,Gonorrhea,280.0,Washington,2007.0,Male,15-19 years,15-19,238.0,227632.0,104.56
14161,Gonorrhea,280.0,Washington,2007.0,Male,20-24 years,20-24,433.0,225778.0,191.78
14162,Gonorrhea,280.0,Washington,2007.0,Male,25-29 years,25-29,380.0,243285.0,156.19
14163,Gonorrhea,280.0,Washington,2007.0,Male,30-34 years,30-34,225.0,218719.0,102.87
14164,Gonorrhea,280.0,Washington,2007.0,Male,35-39 years,35-39,189.0,238054.0,79.39
14165,Gonorrhea,280.0,Washington,2007.0,Male,40+ years,40+,302.0,1424620.0,21.2
14166,Gonorrhea,280.0,Washington,2007.0,Male,Unknown,99,21.0,,
14167,Gonorrhea,280.0,Washington,2008.0,Male,0-14 years,0-14,5.0,649198.0,0.77
14168,Gonorrhea,280.0,Washington,2008.0,Male,15-19 years,15-19,176.0,228322.0,77.08
14169,Gonorrhea,280.0,Washington,2008.0,Male,20-24 years,20-24,436.0,231321.0,188.48
14170,Gonorrhea,280.0,Washington,2008.0,Male,25-29 years,25-29,320.0,251426.0,127.27
14171,Gonorrhea,280.0,Washington,2008.0,Male,30-34 years,30-34,183.0,224162.0,81.64
14172,Gonorrhea,280.0,Washington,2008.0,Male,35-39 years,35-39,162.0,236208.0,68.58
14173,Gonorrhea,280.0,Washington,2008.0,Male,40+ years,40+,313.0,1449288.0,21.6
14174,Gonorrhea,280.0,Washington,2008.0,Male,Unknown,99,5.0,,
14175,Gonorrhea,280.0,Washington,2009.0,Male,0-14 years,0-14,4.0,664840.0,0.6
14176,Gonorrhea,280.0,Washington,2009.0,Male,15-19 years,15-19,104.0,230108.0,45.2
14177,Gonorrhea,280.0,Washington,2009.0,Male,20-24 years,20-24,385.0,244970.0,157.16
14178,Gonorrhea,280.0,Washington,2009.0,Male,25-29 years,25-29,295.0,259929.0,113.49
14179,Gonorrhea,280.0,Washington,2009.0,Male,30-34 years,30-34,155.0,227201.0,68.22
14180,Gonorrhea,280.0,Washington,2009.0,Male,35-39 years,35-39,127.0,230874.0,55.01
14181,Gonorrhea,280.0,Washington,2009.0,Male,40+ years,40+,264.0,1471031.0,17.95
14182,Gonorrhea,280.0,Washington,2010.0,Male,0-14 years,0-14,3.0,669507.0,0.45
14183,Gonorrhea,280.0,Washington,2010.0,Male,15-19 years,15-19,128.0,237577.0,53.88
14184,Gonorrhea,280.0,Washington,2010.0,Male,20-24 years,20-24,403.0,238131.0,169.24
14185,Gonorrhea,280.0,Washington,2010.0,Male,25-29 years,25-29,353.0,245014.0,144.07
14186,Gonorrhea,280.0,Washington,2010.0,Male,30-34 years,30-34,287.0,229863.0,124.86
14187,Gonorrhea,280.0,Washington,2010.0,Male,35-39 years,35-39,166.0,226850.0,73.18
14188,Gonorrhea,280.0,Washington,2010.0,Male,40+ years,40+,478.0,1502765.0,31.81
14189,Gonorrhea,280.0,Washington,2011.0,Male,0-14 years,0-14,2.0,672608.0,0.3
14190,Gonorrhea,280.0,Washington,2011.0,Male,15-19 years,15-19,119.0,231343.0,51.44
14191,Gonorrhea,280.0,Washington,2011.0,Male,20-24 years,20-24,402.0,252277.0,159.35
14192,Gonorrhea,280.0,Washington,2011.0,Male,25-29 years,25-29,381.0,252927.0,150.64
14193,Gonorrhea,280.0,Washington,2011.0,Male,30-34 years,30-34,238.0,239655.0,99.31
14194,Gonorrhea,280.0,Washington,2011.0,Male,35-39 years,35-39,151.0,221931.0,68.04
14195,Gonorrhea,280.0,Washington,2011.0,Male,40+ years,40+,377.0,1538941.0,24.5
14196,Gonorrhea,280.0,Washington,2011.0,Male,Unknown,99,1.0,,
14197,Gonorrhea,280.0,Washington,2012.0,Male,0-14 years,0-14,1.0,675434.0,0.15
14198,Gonorrhea,280.0,Washington,2012.0,Male,15-19 years,15-19,133.0,227038.0,58.58
14199,Gonorrhea,280.0,Washington,2012.0,Male,20-24 years,20-24,502.0,255068.0,196.81
14200,Gonorrhea,280.0,Washington,2012.0,Male,25-29 years,25-29,444.0,253133.0,175.4
14201,Gonorrhea,280.0,Washington,2012.0,Male,30-34 years,30-34,302.0,246229.0,122.65
14202,Gonorrhea,280.0,Washington,2012.0,Male,35-39 years,35-39,213.0,222973.0,95.53
14203,Gonorrhea,280.0,Washington,2012.0,Male,40+ years,40+,411.0,1561675.0,26.32
14204,Gonorrhea,280.0,Washington,2012.0,Male,Unknown,99,2.0,,
14205,Gonorrhea,280.0,Washington,2013.0,Male,0-14 years,0-14,1.0,679650.0,0.15
14206,Gonorrhea,280.0,Washington,2013.0,Male,15-19 years,15-19,154.0,225592.0,68.26
14207,Gonorrhea,280.0,Washington,2013.0,Male,20-24 years,20-24,604.0,257907.0,234.19
14208,Gonorrhea,280.0,Washington,2013.0,Male,25-29 years,25-29,608.0,258128.0,235.54
14209,Gonorrhea,280.0,Washington,2013.0,Male,30-34 years,30-34,450.0,253891.0,177.24
14210,Gonorrhea,280.0,Washington,2013.0,Male,35-39 years,35-39,278.0,227129.0,122.4
14211,Gonorrhea,280.0,Washington,2013.0,Male,40+ years,40+,570.0,1580373.0,36.07
14212,Gonorrhea,280.0,Washington,2014.0,Male,0-14 years,0-14,1.0,679650.0,0.15
14213,Gonorrhea,280.0,Washington,2014.0,Male,15-19 years,15-19,258.0,225592.0,114.37
14214,Gonorrhea,280.0,Washington,2014.0,Male,20-24 years,20-24,860.0,257907.0,333.45
14215,Gonorrhea,280.0,Washington,2014.0,Male,25-29 years,25-29,850.0,258128.0,329.29
14216,Gonorrhea,280.0,Washington,2014.0,Male,30-34 years,30-34,636.0,253891.0,250.5
14217,Gonorrhea,280.0,Washington,2014.0,Male,35-39 years,35-39,377.0,227129.0,165.99
14218,Gonorrhea,280.0,Washington,2014.0,Male,40+ years,40+,735.0,1580373.0,46.51
14219,Gonorrhea,280.0,West Virginia,1996.0,Male,0-14 years,0-14,4.0,174782.0,2.29
14220,Gonorrhea,280.0,West Virginia,1996.0,Male,15-19 years,15-19,77.0,71748.0,107.32
14221,Gonorrhea,280.0,West Virginia,1996.0,Male,20-24 years,20-24,119.0,64001.0,185.94
14222,Gonorrhea,280.0,West Virginia,1996.0,Male,25-29 years,25-29,80.0,56850.0,140.72
14223,Gonorrhea,280.0,West Virginia,1996.0,Male,30-34 years,30-34,55.0,58580.0,93.89
14224,Gonorrhea,280.0,West Virginia,1996.0,Male,35-39 years,35-39,36.0,69872.0,51.52
14225,Gonorrhea,280.0,West Virginia,1996.0,Male,40+ years,40+,24.0,386558.0,6.21
14226,Gonorrhea,280.0,West Virginia,1996.0,Male,Unknown,99,7.0,,
14227,Gonorrhea,280.0,West Virginia,1997.0,Male,0-14 years,0-14,2.0,173096.0,1.16
14228,Gonorrhea,280.0,West Virginia,1997.0,Male,15-19 years,15-19,95.0,70471.0,134.81
14229,Gonorrhea,280.0,West Virginia,1997.0,Male,20-24 years,20-24,154.0,62743.0,245.45
14230,Gonorrhea,280.0,West Virginia,1997.0,Male,25-29 years,25-29,96.0,58055.0,165.36
14231,Gonorrhea,280.0,West Virginia,1997.0,Male,30-34 years,30-34,35.0,57105.0,61.29
14232,Gonorrhea,280.0,West Virginia,1997.0,Male,35-39 years,35-39,27.0,67901.0,39.76
14233,Gonorrhea,280.0,West Virginia,1997.0,Male,40+ years,40+,32.0,392215.0,8.16
14234,Gonorrhea,280.0,West Virginia,1998.0,Male,0-14 years,0-14,2.0,171800.0,1.16
14235,Gonorrhea,280.0,West Virginia,1998.0,Male,15-19 years,15-19,76.0,68878.0,110.34
14236,Gonorrhea,280.0,West Virginia,1998.0,Male,20-24 years,20-24,117.0,62046.0,188.57
14237,Gonorrhea,280.0,West Virginia,1998.0,Male,25-29 years,25-29,57.0,58277.0,97.81
14238,Gonorrhea,280.0,West Virginia,1998.0,Male,30-34 years,30-34,46.0,56327.0,81.67
14239,Gonorrhea,280.0,West Virginia,1998.0,Male,35-39 years,35-39,23.0,65960.0,34.87
14240,Gonorrhea,280.0,West Virginia,1998.0,Male,40+ years,40+,49.0,397297.0,12.33
14241,Gonorrhea,280.0,West Virginia,1999.0,Male,15-19 years,15-19,43.0,66483.0,64.68
14242,Gonorrhea,280.0,West Virginia,1999.0,Male,20-24 years,20-24,74.0,61462.0,120.4
14243,Gonorrhea,280.0,West Virginia,1999.0,Male,25-29 years,25-29,47.0,57723.0,81.42
14244,Gonorrhea,280.0,West Virginia,1999.0,Male,30-34 years,30-34,26.0,56534.0,45.99
14245,Gonorrhea,280.0,West Virginia,1999.0,Male,35-39 years,35-39,17.0,64505.0,26.35
14246,Gonorrhea,280.0,West Virginia,1999.0,Male,40+ years,40+,20.0,403052.0,4.96
14247,Gonorrhea,280.0,West Virginia,2000.0,Male,0-14 years,0-14,1.0,167584.0,0.6
14248,Gonorrhea,280.0,West Virginia,2000.0,Male,15-19 years,15-19,53.0,63951.0,82.88
14249,Gonorrhea,280.0,West Virginia,2000.0,Male,20-24 years,20-24,103.0,61390.0,167.78
14250,Gonorrhea,280.0,West Virginia,2000.0,Male,25-29 years,25-29,45.0,56469.0,79.69
14251,Gonorrhea,280.0,West Virginia,2000.0,Male,30-34 years,30-34,20.0,57663.0,34.68
14252,Gonorrhea,280.0,West Virginia,2000.0,Male,35-39 years,35-39,15.0,63030.0,23.8
14253,Gonorrhea,280.0,West Virginia,2000.0,Male,40+ years,40+,32.0,408725.0,7.83
14254,Gonorrhea,280.0,West Virginia,2001.0,Male,0-14 years,0-14,1.0,165158.0,0.61
14255,Gonorrhea,280.0,West Virginia,2001.0,Male,15-19 years,15-19,64.0,62245.0,102.82
14256,Gonorrhea,280.0,West Virginia,2001.0,Male,20-24 years,20-24,107.0,63325.0,168.97
14257,Gonorrhea,280.0,West Virginia,2001.0,Male,25-29 years,25-29,53.0,54833.0,96.66
14258,Gonorrhea,280.0,West Virginia,2001.0,Male,30-34 years,30-34,32.0,57516.0,55.64
14259,Gonorrhea,280.0,West Virginia,2001.0,Male,35-39 years,35-39,24.0,61517.0,39.01
14260,Gonorrhea,280.0,West Virginia,2001.0,Male,40+ years,40+,32.0,411522.0,7.78
14261,Gonorrhea,280.0,West Virginia,2002.0,Male,0-14 years,0-14,2.0,162899.0,1.23
14262,Gonorrhea,280.0,West Virginia,2002.0,Male,15-19 years,15-19,83.0,61268.0,135.47
14263,Gonorrhea,280.0,West Virginia,2002.0,Male,20-24 years,20-24,136.0,63799.0,213.17
14264,Gonorrhea,280.0,West Virginia,2002.0,Male,25-29 years,25-29,71.0,54453.0,130.39
14265,Gonorrhea,280.0,West Virginia,2002.0,Male,30-34 years,30-34,49.0,57827.0,84.74
14266,Gonorrhea,280.0,West Virginia,2002.0,Male,35-39 years,35-39,19.0,60114.0,31.61
14267,Gonorrhea,280.0,West Virginia,2002.0,Male,40+ years,40+,43.0,416643.0,10.32
14268,Gonorrhea,280.0,West Virginia,2002.0,Male,Unknown,99,3.0,,
14269,Gonorrhea,280.0,West Virginia,2003.0,Male,0-14 years,0-14,2.0,164040.0,1.22
14270,Gonorrhea,280.0,West Virginia,2003.0,Male,15-19 years,15-19,47.0,60596.0,77.56
14271,Gonorrhea,280.0,West Virginia,2003.0,Male,20-24 years,20-24,114.0,64737.0,176.1
14272,Gonorrhea,280.0,West Virginia,2003.0,Male,25-29 years,25-29,93.0,55712.0,166.93
14273,Gonorrhea,280.0,West Virginia,2003.0,Male,30-34 years,30-34,45.0,57161.0,78.72
14274,Gonorrhea,280.0,West Virginia,2003.0,Male,35-39 years,35-39,18.0,59174.0,30.42
14275,Gonorrhea,280.0,West Virginia,2003.0,Male,40+ years,40+,61.0,421470.0,14.47
14276,Gonorrhea,280.0,West Virginia,2004.0,Male,0-14 years,0-14,1.0,161227.0,0.62
14277,Gonorrhea,280.0,West Virginia,2004.0,Male,15-19 years,15-19,66.0,59989.0,110.02
14278,Gonorrhea,280.0,West Virginia,2004.0,Male,20-24 years,20-24,142.0,64028.0,221.78
14279,Gonorrhea,280.0,West Virginia,2004.0,Male,25-29 years,25-29,81.0,57679.0,140.43
14280,Gonorrhea,280.0,West Virginia,2004.0,Male,30-34 years,30-34,45.0,56692.0,79.38
14281,Gonorrhea,280.0,West Virginia,2004.0,Male,35-39 years,35-39,31.0,58504.0,52.99
14282,Gonorrhea,280.0,West Virginia,2004.0,Male,40+ years,40+,55.0,429183.0,12.81
14283,Gonorrhea,280.0,West Virginia,2005.0,Male,0-14 years,0-14,1.0,159694.0,0.63
